"category_id","category_image","category_parent_id","category_publish","category_ordertype","category_template","ordering","category_add_date","products_page","products_row","access","name_en-GB","alias_en-GB","short_description_en-GB","description_en-GB","meta_title_en-GB","meta_description_en-GB","meta_keyword_en-GB","name_hr-HR","alias_hr-HR","short_description_hr-HR","description_hr-HR","meta_title_hr-HR","meta_description_hr-HR","meta_keyword_hr-HR","catalog","name_de-DE","alias_de-DE","short_description_de-DE","description_de-DE","meta_title_de-DE","meta_description_de-DE","meta_keyword_de-DE"
"93","vita.jpg","12","1","1","default","65","2020-10-06 10:28:02","50","2","1","803 - Vita","803-vita",,,,,,"803 - Vita","803-vita","<hr>
<strong>Dostupne boje: </strong><br>
<strong>803B</strong> - Bijela <br>
<strong>803BP</strong> - Bijela + patina <br>
<strong>803W</strong> - White <br>
<strong>803WP</strong> - White + patina <br>
<strong>803BR</strong> - Brown <br>
<strong>803S</strong> - Siva <br>
<strong>803SP</strong> - Siva + patina <br>",,"Vita, dekorativna obloga, ","Vita, dekorativna obloga, ","Vita, dekorativna obloga, ","0","803 - Vita","803-vita",,,"Vita, dekorativna obloga, ","Vita, dekorativna obloga, ","Vita, dekorativna obloga, "
"96","oblutak.jpg","12","1","1","default","80","2020-10-19 12:31:15","50","2","1",,,,,,,,"806 - Oblutak","806-oblutak","<hr>
<strong>Dostupne boje: </strong><br>
<strong>806B</strong> - Bijela <br>
<strong>806W</strong> - White <br>
<strong>806S</strong> - Siva <br>",,,,,"0",,,,,,,
"94","minivita.jpg","12","1","1","default","70","2020-10-06 13:06:42","50","2","1",,,,,,,,"803/1 - Mini Vita","803-1-mini-vita","<hr>
<strong>Dostupne boje: </strong><br>
<strong>803/1B</strong> - Bijela <br>
<strong>803/1BP</strong> - Bijela + patina <br>
<strong>803W</strong> - White <br>
<strong>803WP</strong> - White + patina <br>
<strong>803BR</strong> - Brown <br>
<strong>803S</strong> - Siva <br>
<strong>803SP</strong> - Siva + patina <br>",,"803/1 - Mini Vita","803/1 - Mini Vita","803/1 - Mini Vita","0",,,,,,,
"95","805sp.jpg","12","1","1","default","76","2020-10-09 11:56:04","50","2","1",,,,,,,,"805 - Cubismo","805-cubismo","<hr>
<strong>Dostupne boje: </strong><br>
<strong>805B</strong> - Bijela <br>
<strong>805BP</strong> - Bijela + patina <br>
<strong>805W</strong> - White <br>
<strong>805WP</strong> - White + patina <br>
<strong>805S</strong> - Siva <br>
<strong>805SP</strong> - Siva + patina <br>",,,,,"0",,,,,,,
"97","chimichanga.jpg","12","1","1","default","84","2020-10-19 12:34:48","50","2","1",,,,,,,,"807 - Chimichanga","807-chimichanga","<hr>
<strong>Dostupne boje: </strong><br>
<strong>807B</strong> - Bijela <br>
<strong>807W</strong> - White <br>
<strong>807S</strong> - Siva <br>",,,,,"0",,,,,,,
"98","margarita.jpg","12","1","1","default","88","2020-10-19 12:39:59","50","2","1",,,,,,,,"808 - Margarita","808-margarita","<hr>
<strong>Dostupne boje: </strong><br>
<strong>808B</strong> - Bijela <br>
<strong>808BP</strong> - Bijela + patina <br>
<strong>808W</strong> - White <br>
<strong>808WP</strong> - White + patina <br>
<strong>808S</strong> - Siva <br>
<strong>808SP</strong> - Siva + patina <br>",,,,,"0",,,,,,,
"99","tacos.jpg","12","1","1","default","90","2020-10-19 12:55:35","50","2","1",,,,,,,,"809 - Tacos","809-tacos","<hr>
<strong>Dostupne boje: </strong><br>
<strong>809BL</strong> - Crna <br>
<strong>803BR</strong> - Brown <br>",,,,,"0",,,,,,,
"100","801-1c.jpg","12","1","1","default","44","2020-10-20 06:06:21","50","2","1",,,,,,,,"801/1 - Cigla 30x15 cm","801-1-cigla-30x15-cm","<hr>
<strong>Dostupne boje: </strong><br>
<strong>801/1C</strong> - Crvena <br>
<strong>801/1CP</strong> - Crvena + patina <br>",,,,,"0",,,,,,,
"101","topaz.jpg","12","1","1","default","72","2020-10-20 06:08:55","50","2","1",,,,,,,,"804 - Topaz","804-2-topaz","<hr>
<strong>Dostupne boje: </strong><br>
<strong>804/1/2B</strong> - Bijela <br>
<strong>804/1/2W</strong> - White <br>
<strong>804/1/2S</strong> - Siva <br>",,,,,"0",,,,,,,
"102","papas.jpg","12","1","1","default","92","2020-10-20 06:12:48","50","2","1",,,,,,,,"Podne obloge imitacija drva","podne-obloge-imitacija-drva",,,,,,"0",,,,,,,
"103","mini_kamin_2.jpg","1","1","1","default","4","2020-11-09 12:03:02","50","2","1",,,,,,,,"Mini kamini","mini-kamini",,,,,,"0","Mini kamini","mini-kamini",,,,,
